,164,E_PV,Price_flat,Price_DT,Export_price,Price_flat_mod,Price_DT_mod
0,1.391933,0.0,0.292,0.22399999999999998,0.08932000000000001,0.2044,0.1568
1,1.3476719999999998,0.0,0.292,0.22399999999999998,0.08784,0.2044,0.1568
2,1.3555869999999999,0.0,0.292,0.22399999999999998,0.0872,0.2044,0.1568
3,1.0544499999999999,0.0,0.292,0.22399999999999998,0.08756,0.2044,0.1568
4,0.8679870000000001,0.0,0.292,0.22399999999999998,0.08876,0.2044,0.1568
5,0.9076649999999999,0.0,0.292,0.22399999999999998,0.10188,0.2044,0.1568
6,0.876036,0.0,0.292,0.22399999999999998,0.10964000000000002,0.2044,0.1568
7,2.089066,0.0,0.292,0.22399999999999998,0.10944000000000001,0.2044,0.1568
8,1.2956820000000002,0.029827,0.292,0.22399999999999998,0.11264,0.2044,0.1568
9,1.071383,0.12321400000000002,0.292,0.22399999999999998,0.12936,0.2044,0.1568
10,1.146966,0.222785,0.292,0.22399999999999998,0.12084,0.2044,0.1568
11,1.320387,0.40100500000000006,0.292,0.22399999999999998,0.11915999999999999,0.2044,0.1568
12,1.246719,0.48603300000000005,0.292,0.22399999999999998,0.10572000000000001,0.2044,0.1568
13,1.415451,0.500437,0.292,0.22399999999999998,0.10236,0.2044,0.1568
14,1.663804,0.627113,0.292,0.22399999999999998,0.10064,0.2044,0.1568
15,1.617869,0.47913399999999995,0.292,0.22399999999999998,0.09944,0.2044,0.1568
16,4.356172,0.60214,0.292,0.22399999999999998,0.10116,0.2044,0.1568
17,1.479119,0.040670000000000005,0.292,0.22399999999999998,0.17624,0.2044,0.1568
18,1.7640689999999999,0.0,0.292,0.22399999999999998,0.19524,0.2044,0.1568
19,5.101868,0.0,0.292,0.22399999999999998,0.13848,0.2044,0.1568
20,1.9467,0.0,0.292,0.22399999999999998,0.12555999999999998,0.2044,0.1568
21,1.96405,0.0,0.292,0.22399999999999998,0.1112,0.2044,0.1568
22,2.081201,0.0,0.292,0.22399999999999998,0.10212,0.2044,0.1568
23,1.841868,0.0,0.292,0.22399999999999998,0.09736,0.2044,0.1568
24,1.714398,0.0,0.292,0.22399999999999998,0.0928,0.2044,0.1568
25,0.8341149999999999,0.0,0.292,0.22399999999999998,0.08768,0.2044,0.1568
26,0.7219500000000001,0.0,0.292,0.22399999999999998,0.08696,0.2044,0.1568
27,0.791718,0.0,0.292,0.22399999999999998,0.08703999999999999,0.2044,0.1568
28,0.840249,0.0,0.292,0.22399999999999998,0.09283999999999999,0.2044,0.1568
29,1.207416,0.0,0.292,0.22399999999999998,0.10252,0.2044,0.1568
30,1.2355019999999999,0.0,0.292,0.22399999999999998,0.15704,0.2044,0.1568
31,2.374015,0.0,0.292,0.22399999999999998,0.1338,0.2044,0.1568
