,164,E_PV,Price_flat,Price_DT,Export_price,Price_flat_mod,Price_DT_mod
0,0.718915,0.0,0.146,0.11199999999999999,0.044660000000000005,0.1022,0.0784
1,0.673018,0.0,0.146,0.11199999999999999,0.044660000000000005,0.1022,0.0784
2,0.707286,0.0,0.146,0.11199999999999999,0.04392,0.1022,0.0784
3,0.6403859999999999,0.0,0.146,0.11199999999999999,0.04392,0.1022,0.0784
4,0.673751,0.0,0.146,0.11199999999999999,0.0436,0.1022,0.0784
5,0.681836,0.0,0.146,0.11199999999999999,0.0436,0.1022,0.0784
6,0.546318,0.0,0.146,0.11199999999999999,0.04378,0.1022,0.0784
7,0.508132,0.0,0.146,0.11199999999999999,0.04378,0.1022,0.0784
8,0.435451,0.0,0.146,0.11199999999999999,0.04438,0.1022,0.0784
9,0.43253600000000003,0.0,0.146,0.11199999999999999,0.04438,0.1022,0.0784
10,0.409365,0.0,0.146,0.11199999999999999,0.05094,0.1022,0.0784
11,0.49829999999999997,0.0,0.146,0.11199999999999999,0.05094,0.1022,0.0784
12,0.406868,0.0,0.146,0.11199999999999999,0.05482000000000001,0.1022,0.0784
13,0.469168,0.0,0.146,0.11199999999999999,0.05482000000000001,0.1022,0.0784
14,1.322533,0.0,0.146,0.11199999999999999,0.054720000000000005,0.1022,0.0784
15,0.766533,0.0,0.146,0.11199999999999999,0.054720000000000005,0.1022,0.0784
16,0.669618,0.002577,0.146,0.11199999999999999,0.05632,0.1022,0.0784
17,0.626064,0.02725,0.146,0.11199999999999999,0.05632,0.1022,0.0784
18,0.5336650000000001,0.027030000000000002,0.146,0.11199999999999999,0.06468,0.1022,0.0784
19,0.5377179999999999,0.096184,0.146,0.11199999999999999,0.06468,0.1022,0.0784
20,0.582966,0.046549,0.146,0.11199999999999999,0.06042,0.1022,0.0784
21,0.5640000000000001,0.176236,0.146,0.11199999999999999,0.06042,0.1022,0.0784
22,0.5978509999999999,0.203166,0.146,0.11199999999999999,0.059579999999999994,0.1022,0.0784
23,0.722536,0.197839,0.146,0.11199999999999999,0.059579999999999994,0.1022,0.0784
24,0.6390009999999999,0.258143,0.146,0.11199999999999999,0.052860000000000004,0.1022,0.0784
25,0.607718,0.22789,0.146,0.11199999999999999,0.052860000000000004,0.1022,0.0784
26,0.74705,0.261274,0.146,0.11199999999999999,0.05118,0.1022,0.0784
27,0.668401,0.23916300000000001,0.146,0.11199999999999999,0.05118,0.1022,0.0784
28,0.7439359999999999,0.207124,0.146,0.11199999999999999,0.05032,0.1022,0.0784
29,0.919868,0.419989,0.146,0.11199999999999999,0.05032,0.1022,0.0784
30,0.794318,0.26019499999999995,0.146,0.11199999999999999,0.04972,0.1022,0.0784
31,0.823551,0.218939,0.146,0.11199999999999999,0.04972,0.1022,0.0784
32,3.1741859999999997,0.225651,0.146,0.11199999999999999,0.05058,0.1022,0.0784
33,1.181986,0.376489,0.146,0.11199999999999999,0.05058,0.1022,0.0784
34,0.678683,0.039374,0.146,0.11199999999999999,0.08812,0.1022,0.0784
35,0.800436,0.001296,0.146,0.11199999999999999,0.08812,0.1022,0.0784
36,0.806136,0.0,0.146,0.11199999999999999,0.09762,0.1022,0.0784
37,0.9579329999999999,0.0,0.146,0.11199999999999999,0.09762,0.1022,0.0784
38,3.0347999999999997,0.0,0.146,0.11199999999999999,0.06924,0.1022,0.0784
39,2.067068,0.0,0.146,0.11199999999999999,0.06924,0.1022,0.0784
40,0.9877,0.0,0.146,0.11199999999999999,0.06277999999999999,0.1022,0.0784
41,0.9590000000000001,0.0,0.146,0.11199999999999999,0.06277999999999999,0.1022,0.0784
42,0.9306,0.0,0.146,0.11199999999999999,0.0556,0.1022,0.0784
43,1.03345,0.0,0.146,0.11199999999999999,0.0556,0.1022,0.0784
44,1.048433,0.0,0.146,0.11199999999999999,0.05106,0.1022,0.0784
45,1.032768,0.0,0.146,0.11199999999999999,0.05106,0.1022,0.0784
46,0.952168,0.0,0.146,0.11199999999999999,0.04868,0.1022,0.0784
47,0.8897,0.0,0.146,0.11199999999999999,0.04868,0.1022,0.0784
48,0.907532,0.0,0.146,0.11199999999999999,0.0464,0.1022,0.0784
49,0.8068660000000001,0.0,0.146,0.11199999999999999,0.0464,0.1022,0.0784
50,0.523715,0.0,0.146,0.11199999999999999,0.04384,0.1022,0.0784
51,0.3104,0.0,0.146,0.11199999999999999,0.04384,0.1022,0.0784
